FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
432065.txt,https://www.flashscore.pt,24,www.flashscore.pt,17,0,pt,100.0,1.0,0.0015361,0.056912132,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1560,11957,1,flashscore,100.0,100.0,1,1,1,1,1,1,0,7,0,1,0,1,0,0,0,0,1,7,1,6,346,0,11,1
595543.txt,https://www.thediamondfamily.com,31,www.thediamondfamily.com,24,0,com,100.0,1.0,0.5229071,0.058229387,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,6973,593,1,thediamondfamily,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,49,14,21,249,3,18,1
434282.txt,https://www.dwu.edu,18,www.dwu.edu,11,0,edu,100.0,1.0,0.0115013,0.038517098,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,1013,664,1,dwu,100.0,100.0,0,0,1,0,0,0,0,2,1,1,0,1,0,0,1,0,1,38,6,9,209,10,168,1
141191.txt,https://www.argonauts.ca,23,www.argonauts.ca,16,0,ca,100.0,1.0,0.0101825,0.062871268,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,2876,18410,1,argonauts,100.0,100.0,1,1,1,0,0,1,0,23,0,1,0,1,0,1,0,0,1,53,6,50,198,13,307,1
157056.txt,https://www.drive2.ru,20,www.drive2.ru,13,0,ru,100.0,1.0,0.0180132,0.04574603,2,1,0,0,0.0,6,0.3,1,0.05,0,0,0,1,0.05,1,747,1863,1,dive2,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,3,7,192,0,9,1
oph08255.txt,http://1636365.com/assets/40element-plus.6b0e43d0.js/assets/40element-plus.48bbde93.js/assets/,94,1636365.com,11,0,com,10.65005626,1.0,0.5229071,0.042578606,3,0,0,0,0.0,54,0.574,20,0.213,0,0,0,13,0.138,0,86,266643,1,1636365assets40element-plus6b0e43d0jsassets40element-plus48bbde93jsassets,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,63,67,0,1,0
119437.txt,https://www.moas.eu,18,www.moas.eu,11,0,eu,100.0,1.0,0.0056158,0.078156861,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,1451,20238,1,moas,100.0,100.0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,23,20,29,90,1,116,1
566958.txt,https://www.theplacetobrace.com,30,www.theplacetobrace.com,23,0,com,100.0,1.0,0.5229071,0.067152968,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,405,5478,1,theplacetobrace,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,22,4,9,33,0,13,1
39257.txt,https://www.eosworldwide.com,27,www.eosworldwide.com,20,0,com,100.0,1.0,0.5229071,0.061785359,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,4314,37071,1,eosworldwide,100.0,100.0,0,1,1,1,0,1,3,3,1,1,1,1,1,0,0,0,1,48,54,69,129,2,152,1
8067128.txt,https://folder77838783s-s908938ui3.firebaseapp.com/,51,folder77838783s-s908938ui3.firebaseapp.com,42,0,com,43.52721373,0.526315789,0.5229071,0.036130841,3,1,0,0,0.0,24,0.471,15,0.294,0,0,0,4,0.078,1,108,8125,1,folder77838783s-s908938ui3firebaseapp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
718143.txt,https://www.kvedomosti.com,25,www.kvedomosti.com,18,0,com,100.0,1.0,0.5229071,0.063520062,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,585,787,1,kvedomosti,100.0,100.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,27,2,4,0,0,104,1
8077193.txt,https://bestsign-wrcpabmiscyrx.firebaseapp.com/,47,bestsign-wrcpabmiscyrx.firebaseapp.com,38,0,com,43.94488245,0.411764706,0.5229071,0.053803874,3,1,0,0,0.0,35,0.745,0,0.0,0,0,0,4,0.085,1,366,257,1,bestsign-wrcpabmiscyrxfirebaseapp,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0
482890.txt,https://www.morganchaney.com,27,www.morganchaney.com,20,0,com,100.0,1.0,0.5229071,0.064830377,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1190,2425,1,morganchaney,100.0,100.0,0,0,1,1,0,1,0,9,0,1,1,0,0,0,1,0,1,29,11,25,61,4,32,1
8059998.txt,https://att-mail-108336.square.site/,36,att-mail-108336.square.site,27,0,site,58.2010582,0.590909091,0.0017656,0.044967371,4,1,0,0,0.0,17,0.472,6,0.167,0,0,0,5,0.139,1,13,117,1,att-mail-108336square,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
391044.txt,https://www.tehachapinews.com,28,www.tehachapinews.com,21,0,com,100.0,1.0,0.5229071,0.060346198,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,3370,9609,1,tehachapinews,100.0,100.0,0,1,1,0,0,1,0,2,0,1,1,1,0,1,0,0,1,86,5,41,164,1,37,1
mw203188.txt,http://www.especialistassm.com.mx,32,www.especialistassm.com.mx,26,0,mx,68.55910888,0.842105263,0.0017218,0.065643812,2,2,0,0,0.0,19,0.594,0,0.0,0,0,0,2,0.062,0,9,85,1,especialistassco,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
492852.txt,https://www.quintanaevents.com,29,www.quintanaevents.com,22,0,com,100.0,1.0,0.5229071,0.060209472,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,770,9381,1,quintanaevents,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,27,5,17,42,0,44,1
440390.txt,https://www.rupertport.com,25,www.rupertport.com,18,0,com,100.0,1.0,0.5229071,0.062112031,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,2673,9743,1,rupertport,100.0,100.0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,126,5,24,165,35,288,1
oph02579.txt,http://haydi-bakalim-900tl-kampanyamiz-online.com.tr/,53,haydi-bakalim-900tl-kampanyamiz-online.com.tr,45,0,tr,28.46376812,0.357142857,0.0011882,0.051268656,2,1,0,0,0.0,36,0.679,3,0.057,0,0,0,7,0.132,0,209,200,1,haydi-bakalim-900tl-kampanyamiz-onlinecom,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,17,3,0,0,2,0
8085949.txt,https://houserenovationfiles5.firebaseapp.com/,46,houserenovationfiles5.firebaseapp.com,37,0,com,53.43892968,0.666666667,0.5229071,0.059998068,3,1,0,0,0.0,34,0.739,1,0.022,0,0,0,3,0.065,1,108,8125,1,houserenovationfiles5firebaseapp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
542705.txt,https://www.altatac.com,22,www.altatac.com,15,0,com,100.0,1.0,0.5229071,0.071731334,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,2613,4436,1,altatac,100.0,100.0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,31,4,11,207,1,210,1
723020.txt,https://www.europadreaming.eu,28,www.europadreaming.eu,21,0,eu,100.0,1.0,0.0056158,0.063736784,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,2397,779,1,uropadraming,0.0,0.0,1,0,1,0,0,1,0,11,0,1,0,0,0,0,0,0,0,37,14,21,2,0,21,1
mw66255.txt,http://www.tnk.nowurl.fun,24,www.tnk.nowurl.fun,18,0,fun,51.29251701,0.7,0.0001194,0.043900911,3,2,0,0,0.0,11,0.458,0,0.0,0,0,0,2,0.083,0,8,41,1,tnknowurl,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515341.txt,https://www.technosrk.com,24,www.technosrk.com,17,0,com,100.0,1.0,0.5229071,0.064556678,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,3354,9458,1,technosrk,100.0,100.0,0,1,1,0,0,1,0,3,1,1,1,0,1,0,0,0,1,18,12,23,93,8,102,1
8105302.txt,https://maildinshaakckjnw199.web.app/,37,maildinshaakckjnw199.web.app,28,0,app,36.68191414,0.875,0.001502,0.041544249,3,1,0,0,0.0,23,0.622,3,0.081,0,0,0,3,0.081,1,108,8125,1,maildinshaakckjnw199web,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
540129.txt,https://www.catchyfreebies.com,29,www.catchyfreebies.com,22,0,com,100.0,1.0,0.5229071,0.061376137,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1647,13715,1,catchyfreebies,100.0,100.0,1,0,1,0,0,0,4,0,0,1,1,0,0,0,0,0,1,35,48,41,155,0,176,1
oph05346.txt,https://dutsh-helppackage.ecranul.ro/public/9vem7ejpr4tqmlir8rwqhadwikv93vva,76,dutsh-helppackage.ecranul.ro,28,0,ro,15.01303846,0.48,0.001523,0.042605664,2,1,0,0,0.0,57,0.75,6,0.079,0,0,0,5,0.066,1,13,125,1,dutsh-helppackageecranulpublic9vem7ejpr4tqmlir8rwqhadwikv93vva,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7964532.txt,https://helpcenter-servicesde24.de/,34,helpcenter-servicesde24.de,26,0,de,55.3802323,0.565217391,0.0326503,0.056242188,2,0,0,0,0.0,22,0.647,2,0.059,0,0,0,2,0.059,1,2,1096,1,helpcenter-services24,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
885120.txt,https://www.oldpark.org,22,www.oldpark.org,15,0,org,100.0,1.0,0.0799628,0.058273065,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,651,419,1,oldpark,100.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20,5,6,160,26,8,1
mw76953.txt,http://www.915783.com,20,www.915783.com,14,0,com,69.45454545,1.0,0.5229071,0.022689376,3,1,0,0,0.0,2,0.1,6,0.3,0,0,0,1,0.05,0,8,41,1,915783,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514144.txt,https://www.andyrourke.com,25,www.andyrourke.com,18,0,com,100.0,1.0,0.5229071,0.060166253,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,2310,12941,1,andyrourke,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,19,2,11,35,0,13,1
mw31j25936.txt,http://www.usinmail.com,22,www.usinmail.com,16,0,com,73.61111111,1.0,0.5229071,0.06329314,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,9,50,1,usinmail,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729065.txt,https://www.moonbears.org,24,www.moonbears.org,17,0,org,100.0,1.0,0.0799628,0.072739386,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,293,1048,1,moonbears,100.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,10,1,1,2,1
152664.txt,https://www.knoll.com,20,www.knoll.com,13,0,com,100.0,1.0,0.5229071,0.062414002,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,3907,28867,1,knoll,100.0,100.0,0,0,1,1,0,1,1,2,0,1,1,1,0,1,1,1,1,49,41,68,122,1,31,1
53846.txt,https://www.snhu.edu,19,www.snhu.edu,12,0,edu,100.0,1.0,0.0115013,0.048096617,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1718,4274,1,snhu,100.0,100.0,1,1,1,1,0,1,0,6,0,1,1,0,0,0,1,0,1,10,2,10,104,5,23,1
8048665.txt,https://sasopj17yvfd.web.app/,29,sasopj17yvfd.web.app,20,0,app,58.80952381,0.5625,0.001502,0.036265997,3,1,0,0,0.0,16,0.552,2,0.069,0,0,0,3,0.103,1,108,8125,1,sasopj17yvfdweb,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
586639.txt,https://www.scholzefamilybeef.com,32,www.scholzefamilybeef.com,25,0,com,100.0,1.0,0.5229071,0.055871625,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,2423,8121,1,scholzefamilybeef,100.0,100.0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,114,2,62,146,1,161,1
20840.txt,https://www.clio.com,19,www.clio.com,12,0,com,100.0,1.0,0.5229071,0.076095115,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,2271,8047,1,clio,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,36,2,5,113,1,128,1
797198.txt,https://www.franken-weinland.de,30,www.franken-weinland.de,23,0,de,100.0,0.5625,0.0326503,0.0526614,2,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,744,2723,1,franken-weinlan,93.75,93.75,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,2,4,168,0,2,1
629616.txt,https://www.batikamarillis-shop.com,34,www.batikamarillis-shop.com,27,0,com,100.0,0.789473684,0.5229071,0.058771016,3,1,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,1,473,1452,1,batikamarillis-shop,100.0,100.0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,24,15,9,25,0,48,1
427503.txt,https://www.clint.be,19,www.clint.be,12,0,be,100.0,1.0,0.0033189,0.052401306,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1553,971,1,clint,100.0,100.0,1,0,1,0,0,0,0,4,0,1,0,1,0,0,1,0,1,37,3,18,92,8,72,1
8131763.txt,https://cf-ipfs.com/ipfs/qmywnzn6yrieptd34a84fu8emsljpq8ofvtfd7alio5zyx,71,cf-ipfs.com,11,0,com,14.60537919,0.714285714,0.5229071,0.036372155,3,0,0,0,0.0,50,0.704,9,0.127,0,0,0,4,0.056,1,11,353814,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636543.txt,https://www.thatpollygirl.com,28,www.thatpollygirl.com,21,0,com,100.0,1.0,0.5229071,0.05425661,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,2091,26870,1,thatpollygirl,100.0,100.0,0,0,1,0,0,1,0,2,0,1,1,1,0,0,0,1,1,21,19,18,68,4,58,1
7998536.txt,http://mingovplopap.righlarodabfa.ml/,36,mingovplopap.righlarodabfa.ml,29,0,ml,34.99009116,0.538461538,0.0001306,0.05286958,2,1,0,0,0.0,27,0.75,0,0.0,0,0,0,2,0.056,0,2,45,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42395.txt,https://www.papercall.io,23,www.papercall.io,16,0,io,100.0,1.0,0.0129268,0.058645948,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,394,838,1,papercall,100.0,100.0,0,0,1,0,0,1,0,4,0,1,0,0,0,0,0,0,1,18,3,8,40,0,24,1
411010.txt,https://www.rrca.org,19,www.rrca.org,12,0,org,100.0,1.0,0.0799628,0.073839422,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,2425,47615,1,rrca,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,14,30,50,407,2,422,1
8027995.txt,https://pcrcpbpagesadministrationpbloginpageaspxgrupopromericagrupo.grupoapromerica.repl.co/?diasm=202326,104,pcrcpbpagesadministrationpbloginpageaspxgrupopromericagrupo.grupoapromerica.repl.co,83,0,co,16.71738522,0.75,0.0059772,0.054997728,2,2,0,0,0.0,85,0.817,5,0.048,1,1,0,4,0.058,1,198,869,1,pcrcpbpagesadministrationpbloginpageaspxgrupopromericagrupogrupoapromericarepl?diasm=20232,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
oph12626.txt,http://miscotiaenlinepe.eshost.com.ar/?i=1,42,miscotiaenlinepe.eshost.com.ar,30,0,ar,39.92743764,0.62962963,0.0020445,0.065472385,2,2,0,0,0.0,28,0.667,1,0.024,1,1,0,4,0.143,0,2,841,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
582474.txt,https://www.3gchimney.com,24,www.3gchimney.com,17,0,com,100.0,1.0,0.5229071,0.053357032,3,1,0,0,0.0,10,0.417,1,0.042,0,0,0,1,0.042,1,931,394,1,3gchimney,100.0,100.0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,47,9,16,3,3,20,1
mw96454.txt,http://www.vpn.bshades.eu,25,www.vpn.bshades.eu,18,0,eu,51.56462585,0.727272727,0.0056158,0.047828708,2,2,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0,9,50,1,vpnbshades,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388993.txt,https://www.ecco-eu.org,22,www.ecco-eu.org,15,0,org,100.0,0.714285714,0.0799628,0.077933983,3,1,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,2130,47935,1,ecco-eu,100.0,100.0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,70,25,30,114,12,129,1
mw29893.txt,http://www.f0564330.xsph.ru,26,www.f0564330.xsph.ru,20,0,ru,67.50919118,0.923076923,0.0180132,0.014836268,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,f0564330xsph,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703406.txt,https://www.marko.net,20,www.marko.net,13,0,net,100.0,1.0,0.0384199,0.067260289,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1064,10046,1,marko,100.0,100.0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,6,6,2,43,0,47,1
mw173283.txt,http://www.ferienhaus-ammerland.de,34,www.ferienhaus-ammerland.de,27,0,de,71.90277778,0.55,0.0326503,0.059906714,2,1,0,0,0.0,21,0.618,0,0.0,0,0,0,2,0.059,0,9,86,1,ferienhaus-ammerland,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8042512.txt,https://account-status-64988.web.app/,37,account-status-64988.web.app,28,0,app,44.44053483,0.541666667,0.001502,0.044474603,3,1,0,0,0.0,19,0.514,5,0.135,0,0,0,5,0.135,1,6,67,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889968.txt,https://www.totalmk.co.uk,24,www.totalmk.co.uk,17,0,uk,100.0,0.8,0.028555,0.062166673,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,398,319,1,totalmkco,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,22,3,9,73,0,8,1
586625.txt,https://www.iwonaludygadesign.com,32,www.iwonaludygadesign.com,25,0,com,100.0,1.0,0.5229071,0.054919993,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,2067,2686,1,iwonaludygadesign,100.0,100.0,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,186,2,15,70,8,9,1
124784.txt,https://www.mybasis.com,22,www.mybasis.com,15,0,com,100.0,1.0,0.5229071,0.058814346,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,501,8047,1,mybasis,100.0,100.0,0,1,1,0,0,1,0,2,0,0,1,0,0,1,0,1,1,14,3,5,110,1,111,1
604010.txt,https://www.eldersmusic.com,26,www.eldersmusic.com,19,0,com,100.0,1.0,0.5229071,0.063872369,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1598,5852,1,eldersmusic,100.0,100.0,0,0,1,0,0,1,0,2,0,1,1,1,0,0,1,0,0,11,5,3,26,22,51,1
163205.txt,https://www.well-net.jp,22,www.well-net.jp,15,0,jp,100.0,0.625,0.0230451,0.049253713,2,1,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,362,1693,1,well-net,100.0,100.0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,15,7,6,57,0,25,1
242488.txt,https://www.equationsdigital.com,31,www.equationsdigital.com,24,0,com,100.0,1.0,0.5229071,0.059886123,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1316,9381,1,equationsdigital,100.0,100.0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,15,12,35,87,9,63,1
8107151.txt,https://ipfs.io/ipfs/qmsqhgzpn2gpmvpdbcgyugpnidqvobnw2zfz6amjzpst8h?filename=zim.html,85,ipfs.io,7,0,io,10.60670931,1.0,0.0129268,0.037480681,2,0,0,0,0.0,67,0.788,4,0.047,1,1,0,4,0.071,1,9,93,1,ipfsipfsqmsqhgzpn2gpmvpdbcgyugpnidqvobnw2zfz6amjzpst8h?filename=zimhtml,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8012852.txt,https://qbeonline.com/dwwwqqqdn/,31,qbeonline.com,13,0,com,53.90674228,1.0,0.5229071,0.043763583,3,0,0,0,0.0,21,0.677,0,0.0,0,0,0,2,0.065,1,11,85,1,qbeonlinedwwwqqqdn,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797616.txt,https://www.nwfinancial.com,26,www.nwfinancial.com,19,0,com,100.0,1.0,0.5229071,0.059912023,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,989,2213,1,nwfinancial,100.0,100.0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,17,6,23,55,0,67,1
877430.txt,https://www.chicxulubcrater.org,30,www.chicxulubcrater.org,23,0,org,100.0,1.0,0.0799628,0.056086826,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,362,259,1,chicxulubcrater,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,7,3,0,4,1
460985.txt,https://www.turnermuseum.org,27,www.turnermuseum.org,20,0,org,100.0,1.0,0.0799628,0.061075688,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1240,613,1,turnermuseum,100.0,100.0,0,1,0,1,0,1,2,0,0,0,1,0,1,0,0,0,1,11,4,12,45,0,17,1
856360.txt,https://www.ticketatlantic.com,29,www.ticketatlantic.com,22,0,com,100.0,1.0,0.5229071,0.06479038,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1179,2236,1,ticketatlantic,100.0,100.0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,1,0,1,37,2,7,25,3,31,1
8023447.txt,https://reunion-la-departementale.firebaseapp.com/,49,reunion-la-departementale.firebaseapp.com,41,0,com,45.78623835,0.405405405,0.5229071,0.063430959,3,1,0,0,0.0,37,0.755,0,0.0,0,0,0,4,0.082,1,108,8125,1,reunion-la-departementalefirebaseapp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
87582.txt,https://www.cerias.purdue.edu,28,www.cerias.purdue.edu,21,0,edu,100.0,0.538461538,0.0115013,0.058218329,3,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,381,575,1,ceriaspurdue,0.0,0.0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,8,2,4,68,0,24,1
638306.txt,https://www.helenamor.co.il,26,www.helenamor.co.il,19,0,il,100.0,0.833333333,0.0013543,0.07079852,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,973,11328,1,helenamorco,0.0,0.0,0,1,1,1,0,0,0,4,0,1,1,1,0,0,0,0,1,26,31,44,90,10,103,1
mw143595.txt,http://www.dayimachine.com,26,www.dayimachine.com,19,0,com,79.33333333,1.0,0.5229071,0.062552441,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,9,50,1,dayimachine,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421832.txt,https://www.californiascapitol.com,33,www.californiascapitol.com,26,0,com,100.0,1.0,0.5229071,0.065791505,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,681,1820,1,californiascapitol,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,6,10,82,0,82,1
8136297.txt,https://ipfs.io/ipfs/qmbyxrdvj85bjtxg8r2wq3tq3jcajyq9qfp5bnnxtctahu/,68,ipfs.io,7,0,io,12.21296562,1.0,0.0129268,0.029168208,2,0,0,0,0.0,48,0.706,8,0.118,0,0,0,4,0.059,1,9,76,1,ipfsipfsqmbyxrdvj85bjtxg8r2wq3tq3jcajyq9qfp5bnnxtctahu,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515333.txt,https://www.thecanadianfacts.org,31,www.thecanadianfacts.org,24,0,org,100.0,1.0,0.0799628,0.063258112,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,231,339,1,thecanadianfacts,100.0,100.0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,5,1,2,1,0,10,1
725208.txt,https://www.practicefusion.com,29,www.practicefusion.com,22,0,com,100.0,1.0,0.5229071,0.063924128,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,695,1280,1,practicefusion,100.0,100.0,1,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,26,1,6,67,0,20,1
501543.txt,https://www.jenstark.com,23,www.jenstark.com,16,0,com,100.0,1.0,0.5229071,0.0598279,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,3579,15827,1,jenstark,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,446,4,14,21,0,11,1
